novel_name,tokenized_sentence
Misir Ali Shomogro,এখন শীতকাল—এই মাছি এল কোত্থেকে?
Misir Ali Shomogro,মাছিটা তার গায়েই বারবার বসতে চাচ্ছে কেন?
Misir Ali Shomogro,তাঁর সামনে বসে থাকা মেয়েটির গায়ে কেন বসছে না?
Misir Ali Shomogro,মিসির আলির মেজাজ খারাপের দ্বিতীয় কারণ এই মেয়েটি।
Misir Ali Shomogro,তাঁর ইচ্ছা করছে মেয়েটিকে একটা ধমক দেন।
Misir Ali Shomogro,যদিও ধমক দেবার মতো কোনো কারণ ঘটে নি।
Misir Ali Shomogro,মেয়েটি তার সঙ্গে দেখা করতে এসেছে।
Misir Ali Shomogro,দেখা করতে আসার অপরাধে কাউকে ধমক দেয়া যায় না।
Misir Ali Shomogro,ধমক দেয়ার বদলে মিসির আলি শব্দ করে কাশলেন।
Misir Ali Shomogro,"প্রচণ্ড শব্দে কাশলে, কিংবা কুৎসিত শব্দে নাক ঝাড়লে মনের রাগ অনেকখানি কমে।"
Misir Ali Shomogro,মিসির আলির কমল না বরং আরো যেন বাড়ল।
Misir Ali Shomogro,মাছিটাও মনে হচ্ছে এই শব্দে উৎসাহ পেয়েছে।
Misir Ali Shomogro,এতক্ষণ গায়ে বসতে চাচ্ছিল এখন উড়ে ঠোটে বসতে চাচ্ছে।
Misir Ali Shomogro,কী যন্ত্রণা!
Misir Ali Shomogro,"স্যার, আমার নাম সায়রা বানু।"
Misir Ali Shomogro,সায়রা বানু নামটা কি আপনার মনে থাকবে?
Misir Ali Shomogro,"মিসির আলি বললেন, মনে থাকার প্রয়োজন কি আছে?"
Misir Ali Shomogro,অবশ্যই আছে।
Misir Ali Shomogro,"আমি এত আগ্রহ করে আমার নামটা আপনাকে কেন বলছি, যাতে মনে থাকে সেই জন্যেই তো বলছি।"
Misir Ali Shomogro,"মিসির আলি রোবটের গলায় বললেন, মানুষের নাম আমার মনে থাকে না ।"
Misir Ali Shomogro,"মেয়েটি তাঁর রোবট গলা অগ্রাহ্য করে হাসিমুখে বলল, আমারটা মনে থাকবে ।"
Misir Ali Shomogro,কারণ একজন বিখ্যাত সিনেমা অভিনেত্রীর নাম সায়রা বানু।
Misir Ali Shomogro,মিসির আলি ভুরু কুঁচকে তাকিয়ে আছেন।
Misir Ali Shomogro,এখন তাঁর মাথার যন্ত্রণা শুরু হয়েছে।
Misir Ali Shomogro,অর্থহীন কথা শুনতে ভালো লাগছে না।
Misir Ali Shomogro,তা ছাড়া শীতও লাগছে।
Misir Ali Shomogro,চেয়ারটা টেনে রোদে নিয়ে গেলে হয়।
Misir Ali Shomogro,তাতে কিছুক্ষণ আরাম লাগবে তারপর আবার রোদে গা চিড়বিড় করতে থাকবে।
Misir Ali Shomogro,শীতকালের এই এক যন্ত্রণা।
Misir Ali Shomogro,ছায়া বা রোদ কোনোটাই ভালো লাগে না।
Misir Ali Shomogro,মিসির আলি মাছিটার দিকে তাকিয়ে রইলেন।
Misir Ali Shomogro,মাছিটার কারণে নিজেকে এখন কাঁঠাল মনে হচ্ছে।
Misir Ali Shomogro,"মেয়েটি খানিকটা মাথা ঝুঁকিয়ে বলল, আপনি দিলীপ কুমার, সায়রা বানু এদের নাম শোনেন নি?"
Misir Ali Shomogro,দিলীপ কুমারের নাম শুনেছি।
Misir Ali Shomogro,সায়রা বানু হচ্ছে দিলীপ কুমারের বউ।
Misir Ali Shomogro,"আমার বন্ধুরা অবিশ্যি আমাকে সায়রা বানু ডাকে না, তারা ডাকে এস বি।"
Misir Ali Shomogro,"সায়রার এস, বানুর বি―এস বি।"
Misir Ali Shomogro,এস বি-তে আর কী হয় বলুন তো?
Misir Ali Shomogro,বলতে পারছি না।
Misir Ali Shomogro,এস বি হচ্ছে স্পেশাল ব্রাঞ্চ।
Misir Ali Shomogro,আমার বন্ধুদের ধারণা আমার চেহারায় একটা স্পাই স্পাই ভাব আছে।
Misir Ali Shomogro,এই জন্যেই তারা আমাকে এস বি ডাকে।
Misir Ali Shomogro,আচ্ছা আপনারও কি ধারণা আমার চেহারায় স্পাই স্পাই ভাব?
Misir Ali Shomogro,ভালো করে একটু আমার দিকে তাকান না।
Misir Ali Shomogro,আপনি সারাক্ষণ এদিক-ওদিক তাকাচ্ছেন কেন?
Misir Ali Shomogro,মিসির আলি এদিক-ওদিক তাকাচ্ছেন না।
Misir Ali Shomogro,মাছিটার দিকে তাকিয়ে আছেন।
Misir Ali Shomogro,মাছিটা এদিক-ওদিক করছে বলেই এদিক-ওদিক তাকাতে হচ্ছে।
Misir Ali Shomogro,আচ্ছা পৃথিবীতে মোট কত প্রজাতির মাছি আছে?
Misir Ali Shomogro,এই যে শুনুন।
Misir Ali Shomogro,তাকান আমার দিকে।
Misir Ali Shomogro,মিসির আলি মেয়েটির দিকে তাকালেন।
Misir Ali Shomogro,অতিরিক্ত ফর্সা একটি মেয়ে।
Misir Ali Shomogro,বাঙালি মেয়েদের গায়ের রঙের একটা মাত্রা আছে।
Misir Ali Shomogro,কোনো মেয়ে যদি সেই মাত্রা অতিক্রম করে যায় তখন আর ভালো লাগে না।
Misir Ali Shomogro,তার মধ্যে বিদেশী বিদেশী ভাব চলে আসে।
Misir Ali Shomogro,তাকে তখন আর আপন মনে হয় না।
Misir Ali Shomogro,সায়রা বানুর ক্ষেত্রেও তাই হয়েছে।
Misir Ali Shomogro,তাকে পর পর লাগছে।
Misir Ali Shomogro,মেয়েটির মাথা ভরতি চুল।
Misir Ali Shomogro,সেই চুলেও লালচে ভাব আছে।
Misir Ali Shomogro,অতিরিক্ত ফর্সা মেয়েদের ক্ষেত্রে তাই হয়।
Misir Ali Shomogro,তাদের গায়ের রঙের খানিকটা এসে চুলে লেগে যায়।
Misir Ali Shomogro,চুল লালচে দেখায়—খানিকটা এসে লাগে চোখে।
Misir Ali Shomogro,চোখ তখন আর কালো মনে হয় না ।
Misir Ali Shomogro,মেয়েটির মুখ লম্বাটে।
Misir Ali Shomogro,একটু বোঁচা ধরনের নাক।
Misir Ali Shomogro,বোঁচা নাক থাকায় রক্ষা—বোঁচা নাকের কারণেই মেয়েটিকে বাঙালি মনে হচ্ছে।
Misir Ali Shomogro,খাড়া নাক হলে মেডিটেরিনিয়ান সমুদ্রের পাশের গ্রিককন্যা বলে মনে হত।
Misir Ali Shomogro,বয়স কত হবে?
Misir Ali Shomogro,উনিশ থেকে পঁচিশের ভেতর।
Misir Ali Shomogro,মানুষের বয়স চট করে ধরতে পারার কোনো পদ্ধতি থাকলে ভালো হত।
Misir Ali Shomogro,গাছের রিং গুনে বয়স বলা যায়।
Misir Ali Shomogro,মানুষের তেমন কিছু নেই।
Misir Ali Shomogro,মানুষের বয়স তার মনে বলেই বোধ হয়।
Misir Ali Shomogro,"আচ্ছা, একটা মাছি কতদিন বাঁচে?"
Misir Ali Shomogro,স্যার কথা বলছেন না কেন?
Misir Ali Shomogro,আমাকে কি স্পাই মেয়ে বলে মনে হচ্ছে?
Misir Ali Shomogro,স্পাই মেয়েদের চেহারা আলাদা হয় বলে আমি জানি না ।
Misir Ali Shomogro,একটু আলাদা হয়।
Misir Ali Shomogro,স্পাই মেয়েদের মুখ দেখে এদের মনের ভাব বোঝা যায় না।
Misir Ali Shomogro,এদের মুখে এক রকম ভাব মনের ভেতর আরেক রকম।
Misir Ali Shomogro,তোমারও কি তাই?
Misir Ali Shomogro,জি।
Misir Ali Shomogro,ও আপনাকে বলতে ভুলে গেছি এস বি ছাড়াও আমার আরেকটা নাম আছে।
Misir Ali Shomogro,নাম ঠিক না খেতাব।
Misir Ali Shomogro,নববর্ষে পাওয়া খেতাব।
Misir Ali Shomogro,আমাদের কলেজে পহেলা বৈশাখে খেতাব দেয়া হয়।
Misir Ali Shomogro,আমার খেতাবটা হচ্ছে সাদা বাঘিনী।
Misir Ali Shomogro,এস বি-তে সাদা বাঘিনীও হয়।
Misir Ali Shomogro,সাদা বাঘিনী টাইটেল কেন পেয়েছিলাম শুনতে চান?
Misir Ali Shomogro,খুবই মজার গল্প।
Misir Ali Shomogro,মিসির আলি তাকিয়ে রইলেন।
Misir Ali Shomogro,তাঁর কিছুই শুনতে ইচ্ছা করছে না।
Misir Ali Shomogro,মাথার যন্ত্রণা এবং শীত ভাব দুইই বাড়ছে।
Misir Ali Shomogro,গায়ে পাতলা একটা চাদর দিয়ে শীত ভাবটা কমানো যেত।
Misir Ali Shomogro,চাদরটা ধুপিখানায় দিয়েছেন।
Misir Ali Shomogro,"ধোয়া নিশ্চয়ই হয়ে গেছে, স্লিপের অভাবে আনতে পারছেন না।"
Misir Ali Shomogro,স্লিপটা কোথাও খুঁজে পাচ্ছেন না।
Misir Ali Shomogro,কড়া এক কাপ চা খেলেও শীতটা কমত।
Misir Ali Shomogro,"ঘরে চায়ের পাতা আছে, চিনি, দুধও আছে।"
Misir Ali Shomogro,গতকালই কিনে এনেছেন।
Misir Ali Shomogro,কিন্তু গ্যাসের চুলায় কী একটা সমস্যা হচ্ছে।
Misir Ali Shomogro,কিছুক্ষণ আগুন জ্বলেই হুস করে নিভে যায়।
Misir Ali Shomogro,মিস্ত্রি ডাকিয়ে চুলা ঠিক করা দরকার।
Misir Ali Shomogro,গ্যাস মিস্ত্রিরা কোথায় থাকে কে জানে ?
Misir Ali Shomogro,"সায়রা বানু মেয়েটি হড়বড় করে কথা বলে যাচ্ছে, তার কথা তিনি মন দিয়ে শুনছেন না।"
Misir Ali Shomogro,মাথায় দুশ্চিন্তা নিয়ে অন্য কিছুতে মন বসানো বেশ কঠিন।
Misir Ali Shomogro,তবে মাছিটা এখন শান্ত হয়েছে।
Misir Ali Shomogro,টেবিলের উপর চুপ করে বসে আছে।
Misir Ali Shomogro,ডিম পাড়ছে না তো?
Misir Ali Shomogro,শুনলে আপনি খুব মজা পাবেন।
Misir Ali Shomogro,বলব?
Misir Ali Shomogro,"'
মিসির আলি কিছুই বললেন না।"
Misir Ali Shomogro,তিনি খুব ভালো করেই জানেন মেয়েটি তার গল্প বলবেই।
Misir Ali Shomogro,"তিনি বলতে বললেও বলবে, বলতে না বললেও বলবে।"
Misir Ali Shomogro,"আমার সঙ্গে আমার এক বন্ধু, রাকা।"
Misir Ali Shomogro,রাকা হচ্ছে বোরকাওয়ালী।
Misir Ali Shomogro,বোরকা পরে।
Misir Ali Shomogro,সউদি বোরকা।
Misir Ali Shomogro,বেশ কয়েক টাইপ বোরকা পাওয়া যায় তা কি আপনি জানেন?
Misir Ali Shomogro,"সউদি বোরকা, পাকিস্তানি বোরকা।"
Misir Ali Shomogro,"সউদি বোরকা ভয়াবহ, শুধু চোখ দুটো বের হয়ে থাকে।"
Misir Ali Shomogro,এমনিতে সে অবিশ্যি খুব স্টাইলিস্ট।
Misir Ali Shomogro,বোরকার নিচে স্লিভলেস ব্লাউজ পরে।
Misir Ali Shomogro,"যাই হোক বোরকাওয়ালী রাকা হঠাৎ বলল, সে একটা পেনসিল কিনবে।"
Misir Ali Shomogro,আমি তাকে নিয়ে একটা দোকানে ঢুকলাম পেনসিল কিনতে।
Misir Ali Shomogro,স্টেশনারির দোকান তবে তার সঙ্গে কনফেকশনারিও আছে।
Misir Ali Shomogro,চা বিক্রি হচ্ছে।
Misir Ali Shomogro,কেক বিক্রি হচ্ছে।
Misir Ali Shomogro,দোকানটায় বেশ ভিড়।
Misir Ali Shomogro,ভিড়ের সুযোগ নিয়ে এক লোক করল কী বোরকাওয়ালীর গায়ে হাত দিল।
Misir Ali Shomogro,গায়ে মানে কোথায় তা আপনাকে বলতে পারব না।
Misir Ali Shomogro,আমার লজ্জা লাগবে।
Misir Ali Shomogro,বোরকাওয়ালী এমন ভয় পেল যে প্রায় অচেতন হয়ে পড়ে যাচ্ছিল।
Misir Ali Shomogro,আমি বোরকাওয়ালীকে ধরে ফেললাম।
Misir Ali Shomogro,"তারপর বদমাশ লোকটার দিকে তাকিয়ে বললাম, আপনি ওর গায়ে হাত দিলেন কেন?"
Misir Ali Shomogro,ষণ্ডাগণ্ডা টাইপের লোক।
Misir Ali Shomogro,লাল চোখ।
Misir Ali Shomogro,গরিলাদের মতো লোম ভরতি হাত।
Misir Ali Shomogro,সে এমন ভাব করল যে আমার কথাই শুনতে পায় নি।
Misir Ali Shomogro,দোকানদারের দিকে তাকিয়ে হাই তুলতে তুলতে বলল—দেখি একটা লেবু চা।
Misir Ali Shomogro,তখন আমি খপ করে তার হাত ধরে ফেললাম।
Misir Ali Shomogro,সে ঝটকা দিয়ে তার হাত ছাড়িয়ে নেবার চেষ্টা করল কিন্তু তার আগেই আমি তার হাত কামড়ে ধরলাম।
Misir Ali Shomogro,যাকে বলে কচ্ছপের কামড়।
Misir Ali Shomogro,কচ্ছপের কামড় কী তা নিশ্চয়ই আপনি জানেন।
Misir Ali Shomogro,"কচ্ছপ একবার কামড়ে ধরলে আর ছাড়ে না, আমিও ছাড়লাম না।"
Misir Ali Shomogro,আমার মুখ রক্তে ভরে গেল।
Himur Maddhyadupur,"হিমু, তুই আমাকে একটা কিডনী দিতে পারবি ?"
Himur Maddhyadupur,আমার একটা কিডনী দরকার।
Himur Maddhyadupur,'মানুষজনের কথায় হকচকিয়ে যাওয়া কিংবা বিভ্রান্ত হওয়া আমার স্বভাবে নেই ।
Himur Maddhyadupur,তারপরেও মাজেদা খালার কথায় হকচকিয়ে গেলাম।
Himur Maddhyadupur,ধানমন্ডি ২৭ নাম্বার রোডে গাড়ি থামিয়ে তিনি আমাকে ধরেছেন।
Himur Maddhyadupur,এখন কিডনী চাচ্ছেন।
Himur Maddhyadupur,তাঁর কথার ভঙ্গিতে বিরাট তাড়াহুড়া।
Himur Maddhyadupur,মনে হচ্ছে এই মুহূর্তেই কিডনী দরকার ।
Himur Maddhyadupur,'কথা বলছিস না কেন ?
Himur Maddhyadupur,একটা কিডনী দিবি ?
Himur Maddhyadupur,ড্রাইভারের পাশে বোস।
Himur Maddhyadupur,চল বাসায় যাই।
Himur Maddhyadupur,''কিডনী কি বাসায় নিয়েই কেটে কুটে রেখে দেবে ?
Himur Maddhyadupur,ডাক্তার কাটবে না-কি তুমি নিজেই কাটবে ?
Himur Maddhyadupur,ধারালো স্টেরিলাইজড ছুরি-কাঁচি আছে তো ?
Himur Maddhyadupur,' 'অকারণে কথা বলিস কেন ?
Himur Maddhyadupur,গাড়িতে উঠ।
Himur Maddhyadupur,'আমি গাড়িতে উঠলাম।
Himur Maddhyadupur,গাড়িতে AC চলছে।
Himur Maddhyadupur,আরামদায়ক শীতলতা।
Himur Maddhyadupur,বাইরে বৈশাখ মাসের ঝাঁঝালো রোদ।
Himur Maddhyadupur,শহর পুড়ে যাচ্ছে এমন অবস্থা ।
Himur Maddhyadupur,এই রোদের একটা নাম আছে— কাকমরা রোদ।
Himur Maddhyadupur,কাকের মতো কষ্টসহিষ্ণু পাখিও এই রোদে হিট স্ট্রোকে মারা যায়।
Himur Maddhyadupur,আমি আজ দুটা কাককে মরে থাকতে দেখেছি।
Himur Maddhyadupur,মৃত্যুর পর কাকরা কোথায় যায় কে জানে।
Himur Maddhyadupur,তাদেরও কি স্বর্গ-নরক আছে ?
Himur Maddhyadupur,কাকদের স্বর্গ কেমন হবে ?
Himur Maddhyadupur,আমার ধারণা তাদের স্বর্গে একটু পরপর থাকবে ডাস্টবিন।
Himur Maddhyadupur,ডাস্টবিন ভর্তি ময়লা-আবর্জনা।
Himur Maddhyadupur,ফেলে ছড়িয়ে আবর্জনা খাও।
Himur Maddhyadupur,কেউ কিছু বলবে না ।
Himur Maddhyadupur,"খালা বললেন, “কিডনী দিতে হবে শুনে তুই দেখি ভ্যাবদা মেরে গেছিস ।"
Himur Maddhyadupur,দুটা কিডনী মানুষের কোনো দরকার নেই।
Himur Maddhyadupur,একটাতেই হেসেখেলে দিন চলে।
Himur Maddhyadupur,"'
আমি বললাম, 'দুটা কিডনীতেও তো অনেকের চলে না।"
Himur Maddhyadupur,অন্যদেরটা নিতে হয়।
Himur Maddhyadupur,"'
খালা বললেন, 'বাজে তর্ক আমার সঙ্গে করবি না।"
Himur Maddhyadupur,এই গরমে তর্ক শুনতে ভাল লাগে না ।
Himur Maddhyadupur,"'
আমি বললাম, 'আচ্ছা, আর তর্ক করব না।"
Himur Maddhyadupur,শীত আসুক।
Himur Maddhyadupur,নগর শীতল হোক ।
Himur Maddhyadupur,"তখন তর্ক ৷
'আখের রস খাবি ?"
Himur Maddhyadupur,গরমের সময় আখের রস শরীরের জন্যে ভাল।
Himur Maddhyadupur,অনেক এন্টি ওক্সিডেন্ট আছে।
Himur Maddhyadupur,খাবি ?
Himur Maddhyadupur,"'
‘দুটা আখ থেকে এক গ্লাস রস পাওয়া যায়।"
Himur Maddhyadupur,হালকা সবুজ কালার।
Himur Maddhyadupur,"এর মধ্যে লেবুর রস আর সামান্য বিট লবণ দেয়, বরফের কুচি দেয়।"
Himur Maddhyadupur,খেতে অসাধারণ।
Himur Maddhyadupur,আমি রোজ এক গ্লাস করে খাচ্ছি।
Himur Maddhyadupur,"'
'জন্ডিস এখনো হয় নাই ?"
Himur Maddhyadupur,"'
‘জন্ডিস হবে কোন দুঃখে ?"
Himur Maddhyadupur,আখওয়ালা আমার পরিচিত লোক।
Himur Maddhyadupur,নাম সুলেমান।
Himur Maddhyadupur,নরসিংদি বাড়ি।
Himur Maddhyadupur,সে আমার সামনে মিনারেল ওয়াটার দিয়ে আখ মাড়াইয়ের যন্ত্র ধুবে ।
Himur Maddhyadupur,আখও ধোয়া হবে মিনারেল ওয়াটার দিয়ে ।
Himur Maddhyadupur,তার কাছ থেকে অনেক ফরেনারও আখের রস খায়।
Himur Maddhyadupur,"'
“কোন দেশী ফরেনার সেটা হিসাবে রাখতে হবে।"
Himur Maddhyadupur,ইউরোপীয়ান ফরেনার না সোমালিয়ান ফরেনার।
Himur Maddhyadupur,"'
'হিমু!"
Himur Maddhyadupur,"একবার বলেছি, আবারো বলছি, তুই বাজে তর্ক আমার সঙ্গে করবি না।"
Himur Maddhyadupur,আমাকে ফরেনার শিখাবি না।
Himur Maddhyadupur,আগামী আধাঘণ্টা একটা শব্দ উচ্চারণ করবি না।
Himur Maddhyadupur,আমি যা বলব শুধু শুনে যাবি ।
Himur Maddhyadupur,"'
“ওকে।"
Himur Maddhyadupur,"'
*ওকে ফোকেও বলবি না।"
Himur Maddhyadupur,"'
আমি নিঃশব্দে মাজেদা খালার সঙ্গে আখের রস খেলাম ( জিনিসটা ভাল)।"
Himur Maddhyadupur,পাশেই ক্ষিরা কেটে বিক্রি করছে।
Himur Maddhyadupur,খালা ক্ষিরা খেলেন।
Himur Maddhyadupur,একজন কাসুন্দি দিয়ে কাঁচা আম মাখিয়ে বিক্রি করছিল।
Himur Maddhyadupur,পাঁচ টাকা প্লেট ।
Himur Maddhyadupur,আমরা তাও খেলাম।
Himur Maddhyadupur,সবশেষে তরমুজ।
Himur Maddhyadupur,"খালা বললেন, ‘গরমের সব ওষুধ শরীরে নিয়ে নিলাম।"
Himur Maddhyadupur,শরীরের ডিহাইড্রেশন বন্ধ করার ব্যবস্থা হল ।
Himur Maddhyadupur,বুঝলি ?
Himur Maddhyadupur,"'

আমার কথা বলা নিষেধ।"
Himur Maddhyadupur,কাজেই হ্যাঁ-সূচক মাথা নেড়ে বুঝিয়ে দিলাম যে— ‘বুঝেছি’ ।
Himur Maddhyadupur,"মাজেদা খালা, খাওয়া-দাওয়ার ফাঁকে ফাঁকে কিডনী প্রসঙ্গও খোলাসা করলেন।"
Himur Maddhyadupur,তাঁর পরিচিত এক ভদ্রলোকের দু'টা কিডনীই নষ্ট ।
Himur Maddhyadupur,ডায়ালাইসিস করে দিন কাটছে।
Himur Maddhyadupur,তাকে কিডনী দিতে হবে।
Himur Maddhyadupur,তিনি সিঙ্গাপুরে যাবেন কিডনী ট্রান্সপ্লান্ট করতে।
Himur Maddhyadupur,তুইও উনার সঙ্গে সিঙ্গাপুরে যাবি।
Himur Maddhyadupur,ফাঁকতালে তোর বিদেশ ভ্রমণ হয়ে যাবে।
Himur Maddhyadupur,ভাল না ?
Himur Maddhyadupur,"'
'ভাল।"
Himur Maddhyadupur,"'
‘পত্রিকায় প্রায়ই এ্যাড দেখি কিডনী বিক্রি করতে চায়।"
Himur Maddhyadupur,ওরা ফকির- মিসকিন।
Himur Maddhyadupur,ওদের কিডনী কেনার মানে হয় না।
Himur Maddhyadupur,"'
'ফকির মিসকিনের কিডনী আর প্রেসিডেন্ট বুশের কিডনীতো একই ।"
Himur Maddhyadupur,' ‘আবার কথা বলা শুরু করেছিস ?
Himur Maddhyadupur,তোকে না বললাম আধাঘণ্টা কথা বলবি না।
Himur Maddhyadupur,"'
সরি।"
Himur Maddhyadupur,"'
'যাকে কিডনী দিবি তাঁর সঙ্গে যখন পরিচয় হবে তখন তোর মনে হবে একটা কেন ?"
Himur Maddhyadupur,দুটা কিডনীই দিয়ে দেই।
Himur Maddhyadupur,এমন অসাধারণ মানুষ।
Himur Maddhyadupur,বুঝেছিস ?
Himur Maddhyadupur,"' আমি হ্যাঁ-সূচক মাথা নাড়লাম ৷
খালা বললেন, ‘আমরা ছোটবেলায় তাঁকে ডাকতাম, মুরগি।"
Himur Maddhyadupur,উনি বই পড়ার সময় নিজের অজান্তেই মুরগির মতো কক কক করেন এই জন্যে মুরগি নাম।
Himur Maddhyadupur,তোকে গাড়ি দিয়ে তাঁর কাছে পাঠাব।
Himur Maddhyadupur,ঠিকানা দিয়ে পাঠালে তুই যাবি না।
Himur Maddhyadupur,আমাকে বলবি— ঠিকানা হারিয়ে ফেলেছিস।
Himur Maddhyadupur,তোকে আমি হাড়ে হাড়ে চিনি ।
Himur Maddhyadupur,যাকে কিডনী দিবি তাঁর নাম পল্টু।
Himur Maddhyadupur,অসাধারণ মানুষ।
Himur Maddhyadupur,পরিচয় হলেই বুঝবি।
Himur Maddhyadupur,উনার দশটা কথা শুনলেই তুই তাঁর কেনা গোলাম হয়ে যাবি।
Himur Maddhyadupur,"তুই তাঁকে বলবি, আপনি আমার কিডনী, হার্ট, লিভার সব নিয়ে নিন।"
Himur Maddhyadupur,"'
—শুধু চামড়াটা নিয়ে আমি বাঁচব কীভাবে ?"
Himur Maddhyadupur,'কথার কথা বলছি রে গাধা।
Himur Maddhyadupur,"'
যার নাম পল্টু এবং যাকে ডাকা হতো মুরগি; তার বিষয়ে আগ্রহী হওয়ার কারণ নেই।"
Himur Maddhyadupur,বিশেষ করে মাজেদা খালা যাকে অসাধারণ বলেন তার বোকা হওয়ার সম্ভাবনা অনেক বেশি।
Himur Maddhyadupur,"বলা হয়ে থাকে, বুদ্ধিমানের কাছ থেকে দশ হাত দূরে থাকবে আর বোকাদের কাছ থেকে একশ হাত দূরে থাকবে।"
Himur Maddhyadupur,দূরে থাকা সম্ভব হল না।
Himur Maddhyadupur,খালা গাড়ি করে সেইদিনই পল্টু সাহেবের কাছে পাঠালেন।
Himur Maddhyadupur,খালা হচ্ছেন 'ধর তক্তা মার পেরেক' টাইপ মহিলা।
Himur Maddhyadupur,দেরি সহ্য করার মেয়ে না ।
Himur Maddhyadupur,আমি পল্টু সাহেবের সামনে বসে আছি।
Himur Maddhyadupur,ভদ্রলোক বেতের ইজিচেয়ারে শুয়ে আছেন।
Himur Maddhyadupur,মাথার নিচে বালিশ।
Himur Maddhyadupur,হাতে একটা চটি ইংরেজি বই নাম Love of Lucy লুসির প্রেম।
Himur Maddhyadupur,বইয়ের কভারে একটা অর্ধনগ্ন বিশাল বক্ষা মেয়ের ছবি।
Himur Maddhyadupur,মনে হচ্ছে এই মেয়েটিই লুসি।
Himur Maddhyadupur,লুসি যার প্রেমে পড়েছে তার ছবিও কভারে আছে ।
Himur Maddhyadupur,বডি বিল্ডার টাইপ এক নিগ্রো।
Himur Maddhyadupur,সে কুস্তিগীরের ভঙ্গিতে লুসিকে জড়িয়ে ধরে আছে।
Himur Maddhyadupur,কুস্তিগীর লুসির ঘাড়ে চুমু খাচ্ছে।
Himur Maddhyadupur,কিন্তু ছবি দেখে মনে হচ্ছে সে লুসির ঘাড় কামড়ে ধরেছে এবং ড্রাকুলার মতো রক্ত চুষে খেয়ে নিচ্ছে।
Himur Maddhyadupur,"লুসি তাতে মোটেই দুঃখিত না, বরং আনন্দিত ।"
Himur Maddhyadupur,পল্টু সাহেব গভীর মনযোগে বই পড়ছেন।
Himur Maddhyadupur,ঠোঁটে আঙুল দিয়ে আমাকে চুপ থাকতে বলেছেন।
Himur Maddhyadupur,মনে হচ্ছে লুসির প্রেমের শেষ পরিণতি না জেনে তিনি আমার সঙ্গে কথা বলবেন না ।
Himur Maddhyadupur,ভদ্রলোকের মুরগির মতো কক কক শব্দ করার কথা।
Himur Maddhyadupur,তা করছেন না।
Himur Maddhyadupur,কক কক শব্দ করার মত ভাল বোধ হয় এই বই না ।
Himur Maddhyadupur,"ভদ্রলোকের বয়স পঞ্চাশের মতো, ভয়ংকর রোগা ।"
Himur Maddhyadupur,গায়ের রঙ অতিরিক্ত ফরসা।
Himur Maddhyadupur,কিছু কিছু চেহারা আছে দেখেই মনে হয় আগে কোথায় যেন দেখেছি।
Himur Maddhyadupur,এ রকম চেহারা।
Himur Maddhyadupur,আইনস্টাইনের সঙ্গে এই ভদ্রলোকের একটা মিল আছে।
Himur Maddhyadupur,মাথায় বাবরি চুল।
Himur Maddhyadupur,মুখে গোঁফ।
Himur Maddhyadupur,ভদ্রলোক শুয়ে আছেন খালি গায়ে ।
Himur Maddhyadupur,লুঙ্গি পরেছেন।
Himur Maddhyadupur,সেই লুঙ্গি দূরবর্তী বিপদ সংকেতের মতো হাঁটুর উপর উঠে আছে।
Himur Maddhyadupur,কখন দুর্ঘটনা ঘটবে কে জানে!
Himur Maddhyadupur,পল্টু সাহেব তার পা জলচৌকিতে রেখেছেন।
Himur Maddhyadupur,পায়ের কাছে টেবিল ফ্যান।
Himur Maddhyadupur,সেই ফ্যান শুধুমাত্র পায়ে বাতাস দিচ্ছে।
Himur Maddhyadupur,ঘটনাটা কি বুঝা যাচ্ছে না ।
Himur Maddhyadupur,ঘটনা বুঝতে হলে লুসির প্রেম কাহিনীর সমাপ্তি পর্যন্ত অপেক্ষা করতে হবে।
Himur Maddhyadupur,ভদ্রলোক বাস করেন গুলশান এলাকার ফ্ল্যাট বাড়িতে।
Himur Maddhyadupur,ফ্ল্যাটটা বেশ বড়।
Himur Maddhyadupur,লেকের পাশে।
Himur Maddhyadupur,একটা আধুনিক ফ্ল্যাট যতটা নোংরা রাখা সম্ভব তা তিনি রেখেছেন ।
Himur Maddhyadupur,মনে হচ্ছে ঘর পরিষ্কার করার কেউ নেই।
Himur Maddhyadupur,যেখানে সেখানে বই পরে আছে ।
Himur Maddhyadupur,বেশ কিছু সিগারেটের টুকরা ভর্তি আধ খাওয়া চায়ের কাপ ।
Himur Maddhyadupur,একটা চায়ের কাপ মেঝেতে কাত হয়ে আছে; অনেকখানি জায়গা জুড়ে চা শুকিয়ে কালচে হয়ে আছে।
Himur Maddhyadupur,পিঁপড়েরা খবর পেয়ে গেছে।
Himur Maddhyadupur,তবে রান্নাঘর তুলনামূলকভাবে পরিষ্কার।
Himur Maddhyadupur,রান্নাঘরের ব্যবহার মনে হয় নেই।
Himur Maddhyadupur,বাথরুমে উঁকি দিলাম।
Himur Maddhyadupur,বাথটাব ভর্তি ভেজা কাপড়।
Himur Maddhyadupur,কমোডের কাছে সবুজ রঙের একটা তোয়ালে।
Himur Maddhyadupur,বেসিনের উপর একটা পিরিচে আধ খাওয়া কেক এবং কলার খোসা।
Himur Maddhyadupur,"বোঝাই যাচ্ছে, পল্টু সাহেব বাথরুমে খাওয়া- দাওয়া করা দোষণীয় মনে করেন না।"
